Source File Name:	SigPro_Rock
Signal:	FFT - Usr FFT / Vib / Velocity - Magnitude

Frequency	Magnitude	Magnitude	Magnitude
[ Hz ]	[ m/s ]	[ m/s ]	[ m/s ]
164.84375	1.996824e-6	1.94838e-7	7.161878e-8
165.234375	1.161461e-6	1.812762e-7	3.367525e-8
165.625	2.093312e-6	2.316703e-7	4.892505e-8
166.015625	2.638196e-6	2.402458e-7	7.249303e-8
166.40625	2.462007e-6	2.018441e-7	7.862609e-8
166.796875	1.631681e-6	1.610734e-7	1.121903e-7
167.1875	1.533707e-6	1.287791e-7	3.800825e-8
167.578125	2.402263e-6	2.704886e-7	9.256193e-8
167.96875	2.590027e-6	2.064329e-7	8.656847e-8
168.359375	2.178578e-6	1.974728e-7	1.259871e-7
168.75	1.498005e-7	1.03478e-7	8.743389e-8
169.140625	1.782216e-6	1.88668e-7	4.466065e-8
169.53125	2.494218e-6	2.424973e-7	3.617013e-8
169.921875	2.608027e-6	2.596729e-7	1.081159e-7
170.3125	1.976709e-6	2.474173e-7	8.250159e-8
170.703125	1.142276e-6	1.898275e-7	5.348918e-8
171.09375	2.057954e-6	2.427534e-7	2.165454e-8
171.484375	2.504794e-6	2.813759e-7	7.443379e-8
171.875	2.383548e-6	2.263277e-7	9.732471e-8
172.265625	1.665754e-6	1.714329e-7	7.635236e-8
172.65625	1.428036e-6	2.074134e-7	1.43006e-8
173.046875	2.310833e-6	2.754524e-7	6.384381e-8
173.4375	2.548711e-6	2.980911e-7	9.423945e-8
173.828125	2.06611e-6	2.335407e-7	8.13664e-8
174.21875	7.750764e-7	1.283424e-7	1.942181e-8
174.609375	1.831653e-6	2.392935e-7	6.430331e-8
175	2.467821e-6	3.062878e-7	9.128633e-8
175.390625	2.499847e-6	3.085982e-7	1.044984e-7
175.78125	1.940133e-6	2.030369e-7	6.674853e-8
176.171875	1.241282e-6	2.178187e-7	3.613821e-8
176.5625	2.20214e-6	3.219012e-7	9.65774e-8
176.953125	2.591974e-6	3.751957e-7	9.811291e-8
